statement_no,debate,night,speaker,speaker_type,timestamp,statement
295,9,1,Sanders,candidate,08:18,Not me. You and your campaign contributions are electing people to represent the wealthy and the powerful.
296,9,1,,other,08:24,"Yes, those are the Democrats, thank you."
297,9,1,Sanders,candidate,08:26,"Well, and Republicans too, and George W. Bush as well."
298,9,1,Todd,proctor,08:30,"Senator Klobuchar, let me address-"
299,9,1,Klobuchar,candidate,08:33,"I was just, I was thinking there was going to be a rematch on Saturday in Vegas and those guys should go down there."
300,9,1,Todd,proctor,08:38,"Senator Klobuchar, I actually want to get you to something about Senator Sanders tweeted last year, “Billionaires should not exist.” What say you?"
301,9,1,Klobuchar,candidate,08:50,"Okay. I believe in capitalism. But I think the goal of someone in government and a President of the United States should be a check on that. I’m not going to limit what people make, but I think right now our tax code is so tilted against regular people and that is what’s wrong. I was thinking of your question about small businesses. The small businesses I talked to, they have trouble getting employees because their employees don’t have childcare. We should have universal childcare. And we have not been talking enough about Donald Trump and let’s just talk about Donald Trump because he signed that tax bill that helped the wealthy. And he went down Mar-a-Lago and he said to all his friends, “You just got a lot richer.” That is Exhibit A. And I can tell you the hardworking people in Nevada, were not in that room. So the key to me is to not limit what people can make, but make sure that we have a government that is fair for everyone."
302,9,1,Todd,proctor,09:47,"So Senator Sanders, what did you mean that you don’t think they should exist. What did that mean?"
303,9,1,Sanders,candidate,09:50,"I’ll tell you what I mean. We have a grotesque and immoral distribution of wealth income. Mike Bloomberg owns more wealth than the bottom 125 million Americans. That’s wrong. That’s immoral. That should not be the case when we got a half a million people sleeping out on the streets, where we have kids who cannot afford to go to college, when we have 45 million people dealing with student debt. We have enormous problems facing this country and we cannot continue seeing a situation where in the last three years, billionaires in this country saw an $850 billion increase in their wealth. Congratulations, Mr. Bloomberg. But the average American last year saw less than a 1% increase in his or her income. That’s wrong."
304,9,1,Todd,proctor,10:43,"Mayor Bloomberg, should you exist?"
305,9,1,,other,10:45,"I can’t speak for all billionaires. All I know is I’ve been very lucky, made a lot of money and I’m giving it all away to make this country better. And a good chunk of it goes to the Democratic Party as well."
306,9,1,Todd,proctor,10:55,Is it too much? Have you earned too much money? Has it been an obscene amount of … should you have earned that much money?
307,9,1,,other,11:03,Yes. I worked very hard for it. And I’m giving it away.
308,9,1,Todd,proctor,11:08,Thank you. Helen.
309,9,1,,other,11:11,"Mayor, Senator Sanders has a proposal that will require all large companies to turn over up to 20% of their ownership to employees over time. Is that a good idea?"
310,9,1,Buttigieg,candidate,11:20,"I think that employee ownership of companies is a great idea. I’m not sure it makes sense to command those companies to do it. If we really want to deliver less inequality in this country, then we’ve got to start with the tax code. And we’ve got to start with investments in how people are able to live the American dream, which is in serious, serious decline. Matter of fact, last time I checked the list of countries to live out the American dream, in other words, to be born at the bottom and come out at the top, we’re not even in the top 10 number. Number one place to live out the American dream right now is Denmark."
311,9,1,Buttigieg,candidate,11:53,"And as the, I think, the lone person on this stage who’s not a millionaire, let alone a billionaire, I believe that part of what needs to change is for the voices of the communities that haven’t felt heard on Wall Street or in Washington to actually be brought to Capitol Hill. It’s why I am building a politics designed around inclusion, designed around belonging, because the one thing that will definitely perpetuate the income inequality we’re living with right now is for Donald Trump to be reelected because we polarize this country with the wrong nominees."
312,9,1,,other,12:27,"Senator Sanders, it’s your policy."
313,9,1,Sanders,candidate,12:29,"That’s me, right?"
314,9,1,,other,12:30,It is your policy.
315,9,1,Sanders,candidate,12:31,"Thank you. It is my policy and I’m very proud of that policy. What we need to do to deal with this grotesque level of income and wealth inequality is make sure that those people who are working, you know what Mr. Bloomberg? It wasn’t you who made all that money. Maybe your workers played some role in that as well. And it is important that those workers are able to share the benefits also. When we have so many people go to work every day and they feel not good about their jobs, they feel like cogs in a machine. I want workers to be able to sit on corporate boards as well, so they can have some say of what happens to their lives."
316,9,1,,other,13:12,"Mayor Bloomberg, you own a large company. Would you support what Senator Sanders is proposing?"
317,9,1,,other,13:14,Absolutely not. I can’t think of a way that would make it easier for Donald Trump to get reelected than listening to this conversation. This is ridiculous. We’re not going to throw out capitalism. We tried that. Other countries tried that. It was called communism and it just didn’t work.
318,9,1,,other,13:33,"So let me make a proposal that will work, that has not only support from a majority of Democrats, but also from a majority of the independents and a majority of Republicans. And that is a two cent wealth tax on all fortunes above $50 million. You hit a billion, you’ve got to pay a few pennies more. This is a tax on the top 1/10th of 1% in America. And it permits us to start to restructure our economy. It means we can afford universal childcare for every baby in this country, age zero to five. It means we can have universal pre-K for every child in America. It means we can raise the wages of every childcare worker and preschool teacher and stop exploiting the black and brown women who do this work. It means we can put $800 billion into our public schools, quadruple funding for Title One schools."
319,9,1,,other,14:30,"And as a former special education teacher, we could fully fund IDEA so children with disabilities would get the full education they need. We can do college. We can put $50 billion dollars into our historically black colleges and universities. And we could cancel student loan debt for 43 million Americans. That’s something a majority of Americans support, a two cent wealth tax. It is a question of values. Do we want to invest in Mr. Bloomberg or do we want to invest in an entire generation?"
320,9,1,Todd,proctor,15:03,"Senator Sanders, my next question is for you. Senator Sanders, our latest NBC News, Wall Street Journal poll released yesterday. Two thirds of all voters said they were uncomfortable with a socialist candidate for President. What do you say to those voters, sir?"
321,9,1,Sanders,candidate,15:18,What was the result of that poll? Who was winning?
322,9,1,Todd,proctor,15:24,The questions to you.
323,9,1,Sanders,candidate,15:26,"Well, the question was that I was winning and I think by a fairly comfortable margin. You might mention that. But here is the point. Let’s talk about democratic socialism, not communism Mr. Bloomberg, that’s a cheap shot. Let’s talk about democratic. Let’s talk about what goes on in countries like Denmark, where Pete correctly pointed out, they have a much higher quality of life in many respects than we do. What are we talking about?"
324,9,1,Sanders,candidate,15:47,"We are living in many ways in a socialist society right now. Problem is, as Dr. Martin Luther King reminded us, we have socialism for the very rich, rugged individualism for the poor."
325,9,1,,other,16:01,Wait a second.
326,9,1,Sanders,candidate,16:02,"Let me finish. When Donald Trump gets $800 million in tax breaks and subsidies to build luxury condominiums, that’s socialism for the rich. Walmart, we have to subsidize Walmart’s workers who are on Medicaid and food stamps because the wealthiest family in America pays starvation wages, that’s socialism for the rich. I believe in democratic socialism for working people, not billionaires, health care for all, and educational opportunities for all."
327,9,1,Todd,proctor,16:40,"Senator, thank you. Mayor Bloomberg, would you like to- [crosstalk 00:16:41]."
328,9,1,Sanders,candidate,16:42,"Creating a government to works [crosstalk 00:16:44] for all, not just Mr. Bloomberg."
329,9,1,Todd,proctor,16:42,The question was about socialism.
330,9,1,,other,16:44,"What a wonderful country we have, the best known socialist in the country happens to be a millionaire with three houses. What’d I miss here?"
331,9,1,Sanders,candidate,16:51,"Well, you missed that I work in Washington, house one."
332,9,1,,other,16:53,That’s the first problem.
333,9,1,Sanders,candidate,16:55,"Live in Burlington, house two."
334,9,1,,other,16:57,That’s good.
335,9,1,Sanders,candidate,16:57,"And like thousands of other Vermonters, I do have a summer camp. Forgive me for that. Where is your home? Which tax?"
336,9,1,Sanders,candidate,17:03,"[inaudible 00:17:00] cap, forgive me for that. Where is your home? Which tax haven do you have your home?"
337,9,1,,other,17:05,"New York, New York city. Thank you very much. And I pay all my taxes and I’m happy to do it because I get something for it. And let me say, I thought that the senator next to me was half-right."
338,9,1,,other,17:15,[inaudible 00:17:17].
339,9,1,,other,17:16,"I agree. We should raise taxes on the … I disagree with the senator on the wealth tax, but I do agree with her that the rich aren’t paying their fair share. We should raise taxes on the rich. I did that as mayor in New York City. I raised taxes and if you take a look at my plans, the first thing I would do is try to convince Congress, because they’ve got to do it, we can’t just order it, to roll back the tax cuts that the Trump administration put in through Congress."
340,9,1,,other,17:49,"Joe, can we talk-"
341,9,1,Holt,proctor,17:49,"Vice President Biden, weigh in on this question of Americans’ feeling about socialist candidates."
342,9,1,Biden,candidate,17:54,"Well look, let me weigh in on, you know, for 36 years and as Vice President, I was listed as the poorest man in Congress. I made money when I wrote a book about my son and it surprised me how much it sold. First time I ever made any money, and here’s the deal. The fact is that we ought to start rewarding work, not just wealth. The idea that we have a tax rate for corporate America at 21% is ridiculous. It should be at 28%. that would raise almost $800 billion a year."
343,9,1,Biden,candidate,18:23,"The idea that we have companies not paying anything at all, they should have a minimum tax of 15%, that would raise another 740 billion a year. The idea that you’re able to have a capital gains tax that you pay at the rate of 20% if you are Mike Bloomberg or whomever, and has a whole lot of money and someone else is paying, your staffer is paying at 25%, is wrong. That would raise another $800 billion. We should be rewarding work, not just wealth. And the American people and the middle class is getting killed and the poor have no way up."
344,9,1,,other,19:06,Can we go back to one thing?
345,9,1,Holt,proctor,19:06,"All right, all right. Vice President Biden, thank you. Chuck?"
346,9,1,Todd,proctor,19:06,"Mayor Buttigieg, I want to get you in on this because in 2000, you wrote an award-winning essay. You praised Senator Sanders. You specifically praised him for embracing socialism. You have now since said that you are concerned about his policies, but I am curious about this. Are you out of touch with your own generation? Millennials, by a big chunk, embrace his version of democratic socialism. You do not. Are you out of touch with your generation?"
347,9,1,Buttigieg,candidate,19:31,"No. Look, it’s true that I was into Bernie before it was cool."
348,9,1,Sanders,candidate,19:37,Thank you.
349,9,1,Buttigieg,candidate,19:37,"He was a congressman at the time, and the qualities I admired then are qualities I still respect a great deal. I never said that I agree with every part of his policy views then or now, but I appreciate that at least he’s straightforward and honest about it, and he’s honest about the fact that taxes will go up on anybody making more than $29,000.00 to fund his health care plan. Although again, a little bit vague about how the rest of that gap-"
350,9,1,Sanders,candidate,20:02,"But you’re not being honest, the premiums would be eliminated."
351,9,1,Buttigieg,candidate,20:05,But you’re still raising those taxes and when you do it-
352,9,1,Sanders,candidate,20:08,"I’m saving people money because they don’t pay any premiums, out-of-pocket expenses, co-payments or deductibles. They’re going to be much better off."
353,9,1,Buttigieg,candidate,20:15,"But where’s the other $25 trillion supposed to come from? At a certain point, you got to do the math."
354,9,1,Sanders,candidate,20:23,"Well, we’ve got it all up there on the internet. It’s a payroll tax."
355,9,1,Buttigieg,candidate,20:27,"No, but even after the payroll tax because you still have a hole."
356,9,1,,other,20:30,Understanding-
357,9,1,Sanders,candidate,20:31,"Because we have a wealth tax. Elizabeth has a good one. Our is a little bit tougher on Mr. Bloomberg than hurts. We’re going to raise it in a progressive way, which deals with income and wealth inequality and make certain finally that healthcare in this country is a human right, not a privilege."
358,9,1,,other,20:47,Could I [crosstalk 00:20:49].
359,9,1,Todd,proctor,20:48,"45 seconds, Senator Warren, I’m just going to close it out here. You went out of your way to call yourself a capitalist."
360,9,1,,other,20:53,"Yes, because I am."
361,9,1,Todd,proctor,20:54,To separate yourself from him. Why?
362,9,1,,other,20:56,"Yes, because I am. Look, Democrats want to beat Donald Trump, but they are worried. They are worried about gambling on a narrow vision that doesn’t address the fears of millions of Americans across this country who see real problems and want real change. They are worried about gambling on a revolution that won’t bring along a majority of this country. Amy and Joe’s hearts are in the right place, but we can’t be so eager to be liked by Mitch McConnell that we forget how to fight the Republicans."
363,9,1,Klobuchar,candidate,21:35,Seriously? Elizabeth-
364,9,1,,other,21:35,Mayor Buttigieg has been taking money from big donors and changing his positions.
365,9,1,Buttigieg,candidate,21:42,That’s just not true.
366,9,1,,other,21:42,So it makes it unclear what it is he stands for other than his own advancement.
367,9,1,Todd,proctor,21:46,"Okay, Senator, thank you. Senator Klobuchar, go ahead you’ve got this."
368,9,1,Buttigieg,candidate,21:53,I’ll be very clear-
369,9,1,Todd,proctor,21:53,"Senator Klobuchar, go ahead. You’ve got the floor for 45, go."
370,9,1,Klobuchar,candidate,21:54,"Thank you. Number one. I have repeatedly said that we have to win big and the way we win big is winning states like Nevada, but also winning the Senate races in Arizona and in Colorado and beyond. And the reason we want to do that is to send Mitch McConnell packing. And I think when you look at my history, I am the one that has done that. I am the one that can lead this ticket and just because I am willing to talk about common ground, that’s where America is. It is not with Mitch McConnell who has 400 bills on his desk that should pass if we get rid of him."
371,9,1,,other,22:33,May I respond?
372,9,1,Klobuchar,candidate,22:33,It is because I am willing to work with people and find common ground.
373,9,1,Todd,proctor,22:38,Thank you Senator.
374,9,1,Holt,proctor,22:38,Let’s everybody-
375,9,1,Klobuchar,candidate,22:38,"That’s what we want in a president, Elisabeth."
376,9,1,Holt,proctor,22:41,Let’s catch our breath here.
377,9,1,Klobuchar,candidate,22:41,We don’t want someone that looks at just plans and different-
378,9,1,Holt,proctor,22:44,"Senator, thank you. We need to take another break here. We’ll return to The Paris Las Vegas in just a moment (silence)."
379,9,1,Holt,proctor,27:09,"Welcome back to Las Vegas and the Democratic Presidential Debate. To kick off our next round of questioning, here’s Hallie."
380,9,1,,other,27:11,"Mayor Buttigieg, to you. In 2018, Mayor Bloomberg was the biggest outside spender helping Democrats running for Congress. He’s also donated billions towards causes like climate change, gun safety, education. If his money wasn’t a problem then, why is it a problem now?"
381,9,1,Buttigieg,candidate,27:26,"Oh, I think he should absolutely be doing everything in his power to defeat Donald Trump. I just don’t think that has to result in him becoming the President of the United States. Look, our party has values. We were built around values like making sure we protect working people, but Mayor Bloomberg opposed raising the minimum wage. Our party has a tradition that includes excellent presidents like Barack Obama, who Mayor Bloomberg opposed."
382,9,1,Buttigieg,candidate,27:52,"At the end of the day, it’s not just about how much money you’ve got, it’s what you stand for. And we are living at a moment when Americans are so deeply frustrated with the way that both Wall Street and Washington seem to have overlooked our lives. The view from the porch of my one house in Indiana is that they can’t even see us sometimes. And if we’re going into the election of our lives against a president who rose to power by cynically exploited the frustration of ordinary Americans feeling like leaders weren’t speaking to them; then I think that turning to someone like Mayor Bloomberg who thinks he can buy this election is no better a way to succeed than turning to somebody like Senator Sanders who wants to burn the house down."
383,9,1,,other,28:44,Mr. Vice President.
384,9,1,Biden,candidate,28:45,"You know, if you [inaudible 00:28:47] the point of personal privilege used to say. It was said that I was in the pocket of Mitch McConnell. I’m the only person on this stage that’s beaten Mitch McConnell on four major, major cases. Let me finish. Let me finish. And Mitch McConnell. I’ve been the object of his affection and the President’s affection. The way he’s gone after me, this new Republican party, after me, after my son, after my family. I don’t need to be told I’m a friend of Mitch McConnell’s. Mitch McConnell has been the biggest pain in my neck in a long, long time and so that’s number one."
385,9,1,Biden,candidate,29:18,"Number two, we have to have somebody who understands what it’s like for ordinary people. Ordinary people come up. They have to understand, like my dad made that longest walk up a short flight of stairs, saying, “I don’t have a job honey. We have to move. You got to move in with grandpa.” How long it took to buy a house, how long it took to get back in the game again. They have to understand the needs of ordinary people and they are getting killed. No matter what people say about this economy, how good it is and the good part of the economy … It’s only 60 seconds, it’s not up yet, and the fact is that we’re in a situation where you have Mayor, excuse me, the President making clear that he doesn’t want any part of me being his opponent. He’s spending $125,000.00 this week to keep me from being an opponent. I wonder why?"
386,9,1,,other,30:07,"Thank you Mr. Vice President. Vanessa, to you."
387,9,1,,other,30:10,"Can I respond to the Vice President, please?"
388,9,1,,other,30:10,Thank you Hallie.
389,9,1,,other,30:11,He was identifying me specifically in that.
390,9,1,,other,30:13,45 seconds to you Senator Warren.
391,9,1,Biden,candidate,30:13,I was responding to an accusation.
392,9,1,,other,30:16,"And so no, the point is different. Here’s what happened. According to the New York Times, the last time that Mitch McConnell was on the ballot, the Vice President stood in the Oval Office and said, “I hope that Mitch gets re-elected so I can keep working with him.”"
393,9,1,Biden,candidate,30:32,That’s taken totally out of context.
394,9,1,,other,30:33,"Well, Mitch did get did cap re-elected. He did not have an epiphany. Instead, he blocked really everything that Barack Obama tried to pass."
395,9,1,Biden,candidate,30:43,Did you ever win anything?
396,9,1,,other,30:45,He stole a Supreme court seat-
397,9,1,Biden,candidate,30:47,Come on.
398,9,1,,other,30:48,"… From the Democrats, the Consumer Financial Protection Bureau?"
399,9,1,,other,30:52,Thank you Senator.
400,9,1,Biden,candidate,30:53,Yeah [inaudible 00:00:30:55].
401,9,1,,other,30:55,"Thank you Senator. Our next question goes to Senator Klobuchar. About 700,000 young people known as Dreamers or Soñadores, who were brought to this country as children, are currently protected from deportation because of a program that is now under the review by the Supreme Court. If the Court sides with the Trump administration, which is eager to end this protection, what exactly is your plan to protect the Dreamers permanently?"
402,9,1,Klobuchar,candidate,31:24,"To win. To beat Donald Trump. The best way to protect the Dreamers is to have a new President. There are the votes there to protect the Dreamers, and I have been working on this since I got to the United States Senate. In my first campaign, I actually had a bunch of ads run against me because I was standing up for immigrants. And when I think of Dreamers and I tried to explain it to my state, I found a 99-year-old Hispanic war veteran who was a Dreamer when he was brought over to this country. And back then, he just went to Canada for a night and came back and he was a permanent citizen because they needed him to serve in World War II. Now, not so easy. The Dreamers are our future. The Dreamers are so important in Nevada and the best way we can get this done is to beat Donald Trump, but it is to pass comprehensive immigration reform."
403,9,1,,other,32:18,Thank you.
404,9,1,Klobuchar,candidate,32:18,"Which creates a path to citizenship to so many hardworking people, who will bring down the deficit by $158 billion and will bring peace for these Dreamers."
405,9,1,,other,32:29,Thank you so much Senator Klobuchar.
406,9,1,Klobuchar,candidate,32:29,They know no other country but our own.
407,9,1,Buttigieg,candidate,32:34,"If you’re going to run based on your record of voting in Washington, then you have to own those votes, especially when it comes to immigration. You voted to confirm the Head of Customs and Border Protection under Trump, who was one of the architects of the family separation policy. You voted to make English the national language. Do you know the message that sends in as multilingual a state as Nevada, to immigrants?"
408,9,1,Buttigieg,candidate,32:57,"You have been unusual among Democrats, I think the Democrat among all of the senators running for President, most likely to vote for Donald Trump’s judges who we know are especially hostile to Dreamers and to the rights of immigrants. Now in South Bend, it was not always easy to stand up in a conservative place like Indiana on immigration, but we delivered. We created a municipal ID program so that Dreamers and others who were undocumented were able to navigate everyday life. We stood up for those rights and stood with members of our community with the message that they were as American as we are [Spanish 00:33:31]."
409,9,1,,other,33:31,Thank you. [crosstalk 00:33:36] Senator Klobuchar.
410,9,1,Klobuchar,candidate,33:37,"I wish everyone was as perfect as you, Pete, but let me tell you what it’s like to be in the arena. Number one, do the math. If my friend Andrew Yang was up here, that’s what he’d say. In fact, I have opposed, not supported two-thirds of the Trump judges, so get your numbers right. And I am in the top 10 to 15 of opposing them. Number two, when it comes to immigration reform."
411,9,1,Klobuchar,candidate,34:03,"… number two, when it comes to immigration reform the things that you are referring to, that official that you are referring to, was supported by about half the Democrats. Including someone in this room. I will say this, he was highly recommended by the Obama officials. You know why? Because Trump had so few career people. I did not one bit agree with these draconian policies to separate kids from their parents. In my first 100 days I would immediately change that."
412,9,1,Klobuchar,candidate,34:31,"I would add one more thing, I have been in the arena-"
413,9,1,Moderator 1,other,34:34,Thank you Senator.
414,9,1,Klobuchar,candidate,34:34,… Ted Kennedy … He had made a pretty big allegation against me again. I think I should have a right to respond. He had-
415,9,1,Buttigieg,candidate,34:40,I’m stating the facts because these are votes that you took.
416,9,1,Klobuchar,candidate,34:42,… Ted Kennedy-
417,9,1,Buttigieg,candidate,34:44,And those votes set you alone among the Democrats running for president.
418,9,1,Klobuchar,candidate,34:47,Just-
419,9,1,Buttigieg,candidate,34:47,No other … Is it true or is it false that no other Democrat-
420,9,1,Klobuchar,candidate,34:52,First of all-
421,9,1,Buttigieg,candidate,34:52,… from the Senate running for-
422,9,1,Klobuchar,candidate,34:52,… it is what you’ve said about-
423,9,1,Buttigieg,candidate,34:52,… president voted that way?
424,9,1,Klobuchar,candidate,34:52,… the judges are false. You are comparing me to two colleagues up here on this stage and you are forgetting one thing-
425,9,1,Buttigieg,candidate,34:58,Well I would say for anybody who ran for president this cycle. Senator Harris-
426,9,1,Klobuchar,candidate,35:01,You know what Pete?
427,9,1,Buttigieg,candidate,35:01,… Senator Booker saw to this-
428,9,1,Klobuchar,candidate,35:01,"If you could let me finish. Since I’ve been in the arena Ted Kennedy asked me to work on the first immigration bill. We were able, with President Bush, to at least get that bill to a vote. I’m sorry, but Senator Sanders actually opposed that bill. I worked on it. If we had gotten that bill done there would have been a path to citizenship for so many people."
429,9,1,Klobuchar,candidate,35:21,"Then I worked on the 2013 bill. I’m actually so proud of [crosstalk 00:35:25] the work I’ve done on immigration reform. You know what? You have not been in the arena doing that work. You’ve memorized a bunch of talking points and a bunch of things, but I can tell you one thing, what the people of this country want. They want a leader that has the heart for the immigrants of this country. That is me."
430,9,1,Buttigieg,candidate,35:44,"Maybe leading a diverse city that was facing ruin doesn’t sound like the arena to you. I’m used to senators telling mayors that senators are more important than mayors, but this is the arena too. You don’t have to be in Washington to matter. You don’t have to be on Capital Hill-"
431,9,1,Todd,proctor,36:01,Okay.
432,9,1,Buttigieg,candidate,36:01,… for [crosstalk 00:36:02] your work to be significant.
433,9,1,Todd,proctor,36:02,"Guys, guys."
434,9,1,Buttigieg,candidate,36:03,The arena is everywhere-
435,9,1,Todd,proctor,36:04,"We are at the end here. We are at the end here. I got to let that one go. We are less than two weeks away from a national primary. I want to ask all of you this simple question. There’s a very good chance none of you are going to have enough delegates to the Democratic National Convention to clinch this nomination. Okay? If that happens, I want all of your opinions on this, should the person with the most delegates at the end of this primary season be the nominee? Even if they are short of a majority? Senator Sanders I’m going to let you go last here, because I know your view on this. Instead I will start with you Mayor Bloomberg."
436,9,1,,other,36:41,"Whatever the rules of the for the Democratic Party are they should be followed. If they have a process, which I believe they do-"
437,9,1,Todd,proctor,36:47,"Okay, I’m trying to do this-"
438,9,1,,other,36:47,… so that everybody else-
439,9,1,Todd,proctor,36:47,"Yes or no, you got to make it fast."
440,9,1,,other,36:47,Everybody can-
441,9,1,Todd,proctor,36:50,So you want the convention to work its will?
442,9,1,,other,36:51,Yes.
443,9,1,Todd,proctor,36:52,Senator Warren?
444,9,1,,other,36:53,But a convention working its will means that people have the delegates that are pledged to them and they keep those delegates until-
445,9,1,Todd,proctor,36:59,Should the leading person-
446,9,1,,other,37:00,… you come to the convention.
447,9,1,Todd,proctor,37:01,Okay.
448,9,1,,other,37:01,All of the people.
449,9,1,Todd,proctor,37:03,All righty. Vice President Biden?
450,9,1,Biden,candidate,37:04,Play by the rules.
451,9,1,Todd,proctor,37:05,"Yes or no, leading person with the delegates, should they be the nominee or not?"
452,9,1,Biden,candidate,37:08,"No, let the process work its way out."
453,9,1,Todd,proctor,37:10,Mayor Buttigieg?
454,9,1,Buttigieg,candidate,37:11,Not necessarily. Not till there’s-
455,9,1,Todd,proctor,37:12,[crosstalk 00:37:12] Senator Klobuchar?
456,9,1,Klobuchar,candidate,37:13,Let the process work.
457,9,1,Todd,proctor,37:14,Senator Sanders?
458,9,1,Sanders,candidate,37:15,"Well the process includes 500 super delegates on the second ballot, so I think that-"
459,9,1,Todd,proctor,37:20,All right.
460,9,1,Sanders,candidate,37:21,… that the will of the people should prevail.
461,9,1,Todd,proctor,37:23,Okay.
462,9,1,Sanders,candidate,37:23,Yes.
463,9,1,Todd,proctor,37:24,[crosstalk 00:37:24] Thank you guys.
464,9,1,Sanders,candidate,37:25,… who has the most votes should become the nominee.
465,9,1,Todd,proctor,37:26,Five nos and a yes.
466,9,1,Holt,proctor,37:27,We are not done yet. We’re back with more from Las Vegas after a short break.
467,9,1,Holt,proctor,37:31,(silence)
468,9,1,Holt,proctor,41:40,Welcome back everyone. It is time for closing statements. Each candidate will have one minute and we begin with Senator Klobuchar.
469,9,1,Klobuchar,candidate,41:47,"This has been quite a debate. What I want everyone out there watching to remember is that what unites us is so much bigger than what divides us. That we need a candidate that can bring people with her. Yes a fired up Democratic base but also Independents and moderate Republicans. I’ve done that every single time. I have won every race down to fourth grade. A lot of boasting up here, so I thought I’d add that."
470,9,1,Klobuchar,candidate,42:15,"Secondly, you need someone who can govern. I have passed over 100 bills as the lead Democrat."
471,9,1,Klobuchar,candidate,42:21,"Third, you need someone that has the heart to be the president. They were talking a lot about heart conditions up here. We have a president right now that doesn’t have a heart. I love the people of this country. I ask for the vote of the people of Nevada because this state gets it. They get that maybe you don’t agree with every single thing that’s said on this debate stage but we understand that the heart of America is bigger than any heart-"
472,9,1,Holt,proctor,42:53,Senator Klobuchar-
473,9,1,Klobuchar,candidate,42:53,… that guy has in The White House.
474,9,1,Holt,proctor,42:54,Senator Klobuchar-
475,9,1,Klobuchar,candidate,42:55,I ask you to join me at amyklobuchar.com.
476,9,1,Holt,proctor,42:58,"Senator, thank you."
477,9,1,Klobuchar,candidate,42:59,Thank you.
478,9,1,Moderator 1,other,42:59,"Mayor Bloomberg, to you."
479,9,1,,other,42:59,Well you can join me at mikebloomberg.com too if you want but I’m not asking for any money.
480,9,1,,other,43:07,"Look, this is a management job and Donald Trump’s not a manager. This is a job where you have to build teams, he doesn’t have a team so he goes and makes decisions without knowing what’s going on or the implications of what he does. We can not run the railroad this way. This country has to pull together and understand that the people that we elect, and it’s not just the president of the United States, they should have experience, they should have credentials, they should understand what they’re doing and the implications thereof. Then we should, as a society, try to hold them accountable so the next time they go before the voters, if they haven’t done the job we shouldn’t just say, “Oh nice person, gives a good speech.” We should say, “Didn’t do the job and you’re out of here.”"
481,9,1,Moderator 1,other,43:53,"Mr. Mayor, thank you."
482,9,1,Holt,proctor,43:54,"Mayor Buttigieg, one minute."
483,9,1,Buttigieg,candidate,43:56,"Well Nevada I’m asking for your vote because America is running out of time. This is our only chance to defeat Donald Trump. If you look at the choice between a revolution or the status quo and you don’t see where you fit in that picture then join us. Yes, go for peteforamerica.com and help out, because we need to draw everybody that we can who believes that we need to empower workers, who believes in climate science, who believes in doing something about gun violence and recognizes that the only way we can do this is to create a sense of belonging in this country that moves us out of the toxic and polarized moment that we are living in today."
484,9,1,Buttigieg,candidate,44:39,"I already see an American majority ready to do these things. Now we have a responsibility to galvanize, not polarize, that majority. We can not afford to lean on the same Washington playbook. We can not afford to alienate half the country. We must step forward into the future in order to win and in order to govern a country that will be facing issues the likes of which we barely thought of just a few years ago."
485,9,1,Holt,proctor,45:07,Mr. Mayor-
486,9,1,Buttigieg,candidate,45:07,I’m asking you to join me-
487,9,1,Holt,proctor,45:08,… thank you.
488,9,1,Buttigieg,candidate,45:08,… so that we can deliver that future together.
489,9,1,,other,45:10,"Senator Warren, your turn."
490,9,1,,other,45:16,"I grew up fighting. I grew up out in Oklahoma and I learned it probably from my mother. I watched when my daddy had a heart attack and didn’t have any money coming in. When our car was lost and when we were on the edge of losing our home. I watched my mother fight to save our family. I grew up fighting to save our family, my family. I eventually made it through school and spent my life as a teacher. Looking into why it is that so many families across this country are struggling and why it gets worse year, after year, after year."
491,9,1,,other,45:50,"I, for years, have fought for unions. To say the way we’re going to restructure this economy is we’re going to make it easier to join a union and get more power into unions. To fight for students who have been cut out of opportunity over and over because of the rising cost of an education."
492,9,1,,other,46:09,"Look, for me, I am … Of all the people on this stage I’ve been a politician the shortest time but I’ve been the one out fighting for families the longest time. I promise you this, give me a chance, I’ll go to The White House and I’ll fight for your family."
493,9,1,,other,46:31,Thank you Senator.
494,9,1,Todd,proctor,46:31,Vice President Biden?
495,9,1,Biden,candidate,46:31,I’m running because so many people-
496,9,1,Audience,other,46:34,[crosstalk 00:46:34] people. There’s not [crosstalk 00:46:37].
497,9,1,Sanders,candidate,46:39,Just continue [inaudible 00:46:39].
498,9,1,Audience,other,46:41,[crosstalk 00:46:41]. We don’t want-
499,9,1,Holt,proctor,46:47,[crosstalk 00:46:47] Please give us a moment. We’ll clear the room and let the-
500,9,1,Audience,other,46:58,[crosstalk 00:46:58].
501,9,1,Holt,proctor,46:58,And let-
502,9,1,Audience,other,46:58,[crosstalk 00:46:58].
503,9,1,Holt,proctor,47:01,Senator Biden you have one minute.
504,9,1,Biden,candidate,47:03,"Look, I’m running because so many people are being left behind. People I grew up with in Scranton when my job lost his job, lost his house, had to move. We moved to Claymont and we found ourselves in a position where we had little ability to get anything done. My dad worked like hell. I learned a lot. I’ve been knocked down a whole hell of a lot. I know what it’s like to be knocked down, but I know we have to get back up. We have to provide some safety and security for the American people."
505,9,1,Biden,candidate,47:26,"Right here in Nevada the site of the most significant mass murder in American history. Guns. Our kids are getting sent to school having to hide under desks, learn how to run down corridors to avoid being shot. It’s immoral. I’m the only one that’s beating the NRA nationally and I’ve beat them twice."
